task_id,mu,sigma
wildchat_195600,0.0,3.397092894037874
wildchat_371189,-1.381957675548487,0.8396959431681597
wildchat_52049,2.640022217271623,1.2541834398468026
wildchat_230709,2.3703319062021846,3.4974961851962036
wildchat_360787,0.7857155051859446,1.543534807783199
alpaca_8155,4.721394960683885,0.1353352832366127
wildchat_491669,-0.8946256308054821,1.169353302600469
competition_math_599,0.20466668311619626,1.3527901980011015
wildchat_242015,0.9081683513931356,0.6369341444004627
alpaca_666,4.4287181363759665,0.1353352832366127
wildchat_406914,2.142957574056089,4.5028044363083595
wildchat_286136,3.8857600944319,1.4074792954628466
wildchat_301110,-0.0062255200807845214,1.4973214151094751
competition_math_2074,1.9364638845073425,1.04821652153848
wildchat_101141,0.6557892567375199,2.346288573286793
wildchat_85533,-10.0,0.15796372447218504
wildchat_151579,0.13604850737299418,0.4604928620541103
wildchat_107926,0.6226129866925207,0.4199584830938499
wildchat_151440,2.983750096427249,0.1353352832366127
wildchat_107355,-6.273676973952822,2.10717918569301
alpaca_8201,3.5068823136585676,3.497134490915616
alpaca_13835,4.349668543996612,0.1353352832366127
competition_math_11033,2.727938954201561,2.7951729425893572
competition_math_6148,8.442329867331729,5.0581851396916075
wildchat_5799,-1.9327853883420152,0.6112647262220292
wildchat_117874,2.153058528252394,2.6015147278762334
alpaca_3800,4.702576540458696,2.7168560869005782
wildchat_30204,-9.656040907605552,0.1435318438674751
competition_math_774,6.4600376150409655,1.8743036508271564
wildchat_67562,-2.9461189729465613,1.9369013734981164
wildchat_400052,2.6641380749085615,1.2102618658987747
competition_math_9541,2.9633039083634056,1.8994403619720572
wildchat_136494,-0.1538932349257639,1.4120536678602191
wildchat_452326,-4.646491117774019,0.1353352832366127
wildchat_31956,1.5370395521368325,3.8085158330035576
alpaca_3394,2.514092869409597,1.9914258593354182
wildchat_11840,2.1472500183223224,1.7842058972995865
alpaca_3194,4.2044873554552655,0.1353352832366127
wildchat_302755,-2.2660262055949327,3.623626483101394
alpaca_3789,1.2103547928010137,1.7835500480339255
alpaca_5278,4.067064648190024,0.1353352832366127
wildchat_28076,-0.14847195755312342,0.6950581757727163
wildchat_92092,-0.2668520504687521,0.451076246110899
wildchat_70706,3.2440757227234545,0.753683123596784
wildchat_221228,3.2109099389543294,4.434363061646395
alpaca_6215,0.1606371590362607,0.1353352832366127
wildchat_197099,0.955086599270857,1.4575882419473642
wildchat_202252,1.2308920637476328,4.169799220992023
wildchat_255372,6.850989596823673,3.0850349541799824
alpaca_6540,2.005226809647216,3.2734701080650073
alpaca_4906,-2.955351112116905,1.370461474102107
wildchat_300885,2.1109571035622334,1.66546146588744
competition_math_3741,4.043592409332852,0.1353352832366127
wildchat_16561,3.4477558906983288,1.4411613833482488
wildchat_486004,-0.7880590680937835,0.6717012931664761
wildchat_51884,1.5717543516034762,2.9884785651654617
wildchat_43351,1.4278521060509692,3.6904578858181596
competition_math_1072,0.5602961188105297,0.7908786196337396
wildchat_471945,-6.549825067953623,0.21120346012354335
alpaca_12136,1.146655597994425,1.7013454423924625
competition_math_3985,2.9776830719987433,3.583270491362471
wildchat_178088,-3.2974572814959,2.1539425941925066
competition_math_7154,3.509077967057977,0.157269581641118
competition_math_5482,3.159217260647986,0.1353352832366127
competition_math_7452,-0.19133791094418756,0.1353352832366127
wildchat_65318,3.5921038120112785,2.987365845767103
wildchat_277847,-0.5071248665741277,1.9946963890690175
competition_math_2993,4.142684370948688,0.8039021849825907
alpaca_1564,0.9211444365839838,2.4215947723558795
wildchat_97883,0.4369955738060503,1.4149962124197635
wildchat_36307,3.562226911239894,0.1353352832366127
wildchat_386942,5.057964218276512,0.855456427096862
competition_math_12257,3.654564265636635,0.5090390253814275
wildchat_461066,-0.9088684570842717,0.2265218435923173
alpaca_9116,-0.8307932968318161,1.42870935359252
wildchat_110207,2.917032568784717,1.0823282948910795
wildchat_10569,3.2688075953531217,0.7553837246082941
wildchat_238138,3.1664672328210903,0.1353352832366127
wildchat_392411,3.4603249668009544,1.0064992884232737
wildchat_476483,1.8796220072806484,3.6250238820777163
wildchat_47358,2.311193689788536,0.1353352832366127
alpaca_11495,3.711377506194621,0.1353352832366127
wildchat_42061,2.610301006614909,0.40823425857436746
wildchat_376237,1.5802728040965002,2.472953575676722
wildchat_101149,-1.9053707328639053,1.9006828358033334
alpaca_5848,2.2278519740812377,0.1353352832366127
alpaca_3571,3.6301239615669894,0.1366905339202234
competition_math_2137,1.6489196916241746,0.7967440856138003
wildchat_360558,-2.660564991186105,1.8761825284917264
competition_math_1874,1.510893337649857,1.3005664083703679
competition_math_3861,2.4616337033868696,2.7100068333005387
wildchat_200285,-1.0794846360508163,0.7616754113047234
alpaca_12777,2.2804838986162594,3.4957433962540785
wildchat_397254,1.7592056468904824,0.1353352832366127
alpaca_6632,3.678427867040782,1.1386542951727097
competition_math_8144,3.437134409989296,0.1353352832366127
competition_math_4568,-2.409201914851995,1.6849630075952868
wildchat_246548,-2.2729556493679306,1.5218506107115621
alpaca_2746,2.289185498528813,0.4873753638772539
wildchat_370978,-1.5024872960677722,2.5622782654868566
alpaca_14175,0.2446825498011958,1.2509366611313817
alpaca_12221,1.5745671827205967,1.6050313907716915
alpaca_10580,3.0503633690507628,0.841435731370357
wildchat_52931,3.21411607620933,0.22205113522275266
wildchat_165489,-1.7652222549482437,0.1353352832366127
wildchat_462384,-2.2228678921353198,0.9455615291970527
wildchat_280334,-0.08083761567022453,0.15950813146803342
wildchat_86310,0.8443610834644975,3.6664664106178035
wildchat_46543,1.695859601242908,2.6292324292954596
wildchat_107554,1.9188382699169557,5.210911582625752
alpaca_1294,1.1693698321812447,0.9594822154684909
wildchat_74036,2.6823661395274976,0.1353352832366127
wildchat_370830,0.5608045202790987,1.1829284394929793
wildchat_18157,5.998054074973539,1.3596682216723464
wildchat_132717,3.36428988399259,0.14499865319238972
competition_math_7955,0.0846228634811766,2.9213368748800947
wildchat_15831,-6.569655918515822,0.1353352832366127
wildchat_277683,0.5792382624639504,1.3805055538457855
wildchat_170744,-3.108055076472394,2.0301366774233545
alpaca_11084,2.2376238829899413,1.7905653582556789
wildchat_195907,-3.6203659102013206,2.535498857929446
alpaca_94,3.06955406646491,0.1353352832366127
competition_math_1902,-0.6567747963958779,4.000393186889816
wildchat_376365,-0.41275591695077984,1.011411598262354
wildchat_236329,-3.505041187149921,1.7788872105279616
competition_math_3117,0.4565777329363109,1.9430609499160485
wildchat_497264,-1.0522680201151589,0.41618502585528927
wildchat_390724,1.0617482215389467,2.8469528891261944
wildchat_140731,-0.9303138970090513,2.703777751848093
wildchat_58499,3.517986682889328,2.8706566978090104
competition_math_4938,-2.8325816828610306,1.8451912176067058
wildchat_12092,-2.2229120124418174,1.8813885726115196
competition_math_7244,-3.7740561388881835,1.7520444924702263
wildchat_465612,0.11965789524683239,3.047012893325141
wildchat_361738,-0.14076422127214439,0.8740103560064871
competition_math_9276,2.9490630290725934,0.1353352832366127
wildchat_420864,-5.622283269680254,0.9589345601094516
wildchat_170980,0.13005602369992506,1.1384508105385382
wildchat_510,0.6481410880245261,0.1353352832366127
wildchat_61210,-1.7668447756707055,1.576674251145162
competition_math_2693,3.3960915016825775,0.7018397391322478
wildchat_97136,0.9904973335390426,2.725986761929601
wildchat_380500,-1.5117300253688564,0.1353352832366127
wildchat_72464,1.596194271042604,1.5976329788987649
wildchat_121705,3.8215754116618355,0.7539646515123686
alpaca_10434,2.7861638832779008,0.1353352832366127
competition_math_7328,0.6719484370638716,2.387343810955951
competition_math_8106,0.8728088504243541,1.2010952128720318
competition_math_666,3.096079481604834,0.1353352832366127
wildchat_102235,2.654472315046153,0.1353352832366127
competition_math_9600,2.479437805871559,0.9615515830822636
wildchat_303004,-1.2017265945875126,0.1353352832366127
wildchat_390817,1.609839878860784,0.9402180043081353
wildchat_427956,3.09950670628045,0.9947789714808325
alpaca_6956,2.3310797816248,0.6558478252390336
competition_math_12402,2.2786068063003926,0.1353352832366127
competition_math_5746,2.7455013574422105,2.941784454602646
wildchat_60105,0.008080469840042997,2.680718538614127
wildchat_18055,-2.472621424007621,4.03775571919906
wildchat_75543,5.750799055202905,3.48103874441863
wildchat_121903,1.174548684667161,2.3648817995128995
competition_math_3707,-1.1241523926555756,4.813388309599349
competition_math_2646,-4.722982292135325,1.5091196903069892
alpaca_8509,2.4875205549056014,0.8500797782315614
alpaca_1666,3.0340089193907387,1.3861544214718557
wildchat_6084,2.453048154309013,0.1353352832366127
wildchat_291440,-4.877659593102246,1.0766160819485293
wildchat_151721,0.9072435253468742,2.4578686683781887
wildchat_435023,-9.391246465024926,0.2520188773283697
wildchat_485490,-2.9861820836509687,1.2618809405089761
wildchat_436995,1.267492643381891,1.8017766164651097
wildchat_66815,1.7881425350026872,1.4254305018045053
wildchat_27196,1.5232453851910084,2.25797563449601
wildchat_280574,-2.6490843118717002,0.9745469013023784
wildchat_2614,0.5903780192815687,0.1353352832366127
wildchat_43276,-1.7790825432905992,1.136229459248106
wildchat_337595,1.8435428362365243,0.5096720297270778
wildchat_411271,-3.9883076288600012,1.7234627933213658
wildchat_226990,0.1801301275683193,2.498170363107893
wildchat_136031,-3.3344459578252903,1.0350573678455814
alpaca_12712,0.7724645963129017,0.1353352832366127
wildchat_351446,1.014796768785774,1.5820447068168366
wildchat_322343,-5.053224844473609,0.8607309570029043
wildchat_145716,3.53195526990972,1.31802661173116
wildchat_85910,4.3999647863822515,1.8919866739725435
wildchat_72073,0.4440452475407767,1.0098243074132522
alpaca_13688,1.6920420387094521,2.1396555736919116
wildchat_285973,-5.765293291420685,0.43934954804949017
wildchat_28082,2.5238677753926204,2.2634338832668948
alpaca_1889,-0.555030385025596,1.2352455451924718
wildchat_63215,-2.40092532345407,0.1353352832366127
wildchat_378172,1.0288221131260564,4.9950742150719325
alpaca_10604,1.4009429911338571,0.1353352832366127
alpaca_2008,2.8239221643239367,0.1353352832366127
wildchat_1883,0.4582305324131637,0.3900886603566323
wildchat_321273,2.152219401494853,2.5214403041589155
wildchat_280890,3.1578526714411064,0.27258909364645595
alpaca_4445,2.3528201115216847,0.1353352832366127
alpaca_8496,-1.8147129198596874,2.1050558966812534
competition_math_8417,0.17348461414383626,0.1353352832366127
alpaca_7494,-2.87489040625236,1.4951778106189275
wildchat_247329,1.115769993892852,2.1315423618764506
wildchat_1319,4.14505384099182,1.9606865277435988
wildchat_141133,-1.964875676862854,1.2518444061237626
wildchat_71439,0.7981811529139796,1.8155177686114565
wildchat_115850,-5.407508144501705,0.1353352832366127
competition_math_9232,2.5385735107689644,1.9039561183866607
competition_math_3274,2.940330838981142,0.8019866008717017
wildchat_490409,-0.912396666105744,3.662498112226418
competition_math_10696,1.091636771567373,2.6031986459084826
wildchat_402827,2.0674554388645294,0.1353352832366127
wildchat_485949,-4.705877785088969,1.4622668362996876
wildchat_217328,0.443219015850891,0.1353352832366127
wildchat_48592,0.7090383412173547,0.18399035410164266
wildchat_45261,2.0093703958201306,7.38905609893065
wildchat_22409,-3.924132757951259,1.37393042190456
wildchat_14144,2.0402489686388794,0.1353352832366127
wildchat_16293,-1.228852767757304,0.1353352832366127
wildchat_38289,0.524254575218957,1.9737012721103333
wildchat_300852,0.3702767381534764,0.1353352832366127
alpaca_12582,2.7755565200668837,0.1353352832366127
wildchat_397054,-0.7722237452496374,0.9601270097341172
competition_math_11856,2.9824894111647264,1.0805662830052565
wildchat_380716,1.216044359023824,0.6963829986087853
alpaca_11100,2.316753839443307,0.36157334021681775
wildchat_370944,-0.09761718761206234,0.1353352832366127
