task_id,mu,sigma
crossed_cheese_math,0.0,0.30005144908679404
crossed_cheese_coding,1.4194159251970133,0.4744019076898217
crossed_cheese_fiction,6.25910746634485,0.9828088011156315
crossed_cheese_content,0.5344233256036341,0.2986124234913037
crossed_cheese_harmful,1.558411069742228,0.4092927730359733
crossed_rainy_weather_math,-0.18863257345530776,0.8751212431943255
crossed_rainy_weather_coding,1.1680204353223398,1.130713199363817
crossed_rainy_weather_fiction,6.292318153639088,0.41636476317774906
crossed_rainy_weather_content,5.114434543262926,1.3634605688654766
crossed_rainy_weather_harmful,1.2267834345711826,0.987189864976008
crossed_cats_math,1.8700990125839811,0.4366184919058136
crossed_cats_coding,3.2413095394077582,0.3564509450956217
crossed_cats_fiction,5.637919491496128,0.7333226587057518
crossed_cats_content,8.89240022236208,7.38905609893065
crossed_cats_harmful,2.6839900075560834,0.3578673818054767
crossed_classical_music_math,0.7782175514193023,0.27823815534563534
crossed_classical_music_coding,4.774646763135096,0.42643600475935045
crossed_classical_music_fiction,7.278504124681139,1.8022482537157263
crossed_classical_music_content,4.18002717247017,0.3653138293128634
crossed_classical_music_harmful,-7.103370401006771,6.885127751882368
crossed_gardening_math,-0.5411590705216116,0.7646397847134648
crossed_gardening_coding,2.9792428586777615,1.6650039139234512
crossed_gardening_fiction,6.132411191385853,1.6682025305582358
crossed_gardening_content,3.4447268428568476,0.3661340390710122
crossed_gardening_harmful,-7.475429122484559,0.878663326065684
crossed_astronomy_math,1.7823918732190487,1.267963020177085
crossed_astronomy_coding,2.7385785484658336,0.365023276900481
crossed_astronomy_fiction,5.721521416278263,0.36907459943226484
crossed_astronomy_content,4.490843805864029,0.4180198322870168
crossed_astronomy_harmful,2.4101772177005993,1.9007055570476556
crossed_cooking_math,-4.542933119100531,0.6201109785763455
crossed_cooking_coding,-4.676210517368327,4.389134181333939
crossed_cooking_fiction,3.614622303479125,0.813113874622141
crossed_cooking_content,-5.048897037425105,0.6097309756478234
crossed_cooking_harmful,-3.581941293138903,4.302348765023739
crossed_ancient_history_math,2.885714427110913,1.0382227285713417
crossed_ancient_history_coding,4.4266354873728755,0.7218067831265385
crossed_ancient_history_fiction,5.1639005612869875,0.3491124700506397
crossed_ancient_history_content,4.992968408743253,0.778991678655682
crossed_ancient_history_harmful,1.9307345779147354,1.4865323470825322
crossed_cheese_knowledge,-5.589550090753782,2.3405754989292498
crossed_rainy_weather_knowledge,0.39254913950297976,0.30940215962064715
crossed_cats_knowledge,2.9773511142018236,0.5759646532844002
crossed_classical_music_knowledge,3.7778801627531626,0.4531851590432457
crossed_gardening_knowledge,-2.557851822640961,0.9966776048429764
crossed_astronomy_knowledge,2.121694540000211,0.5381117220944889
crossed_cooking_knowledge,-1.7948594578051669,0.569515398315302
crossed_ancient_history_knowledge,3.9108354053117047,0.4293765279469604
