task_id,mu,sigma
wildchat_195600,0.0,0.1375719013131597
wildchat_371189,-4.508326327105315,2.3601519903291477
wildchat_52049,-0.42994226223921683,2.769081315498451
wildchat_230709,5.361095705737523,3.1911613337518174
wildchat_360787,-3.5693997517185707,1.8030431731362502
alpaca_8155,0.9744437048906767,1.5923807750471601
wildchat_491669,0.5357238240888845,1.128854657732595
competition_math_599,-0.9651445403395155,1.601481278740441
wildchat_242015,0.7801359073625106,1.0777044470678963
alpaca_666,0.8625263333914619,3.1953539845976695
wildchat_406914,1.5181796643799412,1.7787869252998454
wildchat_286136,1.4807732409872498,2.2368963085102425
wildchat_301110,-1.4365705871474583,1.3577745854373382
competition_math_2074,-0.780809317334632,1.5345550911810817
wildchat_101141,0.5147259330939065,2.1865220075206135
wildchat_85533,-9.129810556423758,0.8682156804326444
wildchat_151579,-3.1455157319515568,0.1353352832366127
wildchat_107926,-1.479193694575947,3.2635185404821088
wildchat_151440,-0.372103720873414,3.559058539390665
wildchat_107355,-8.232060637442132,0.1353352832366127
alpaca_8201,0.39618514068114397,2.5254906383743543
alpaca_13835,1.8217000815536941,1.0078585774285642
competition_math_11033,0.314675120024281,0.6136078290631443
competition_math_6148,1.6589096997134394,1.3224058219618446
wildchat_5799,-2.198287380708859,2.708041028883178
wildchat_117874,2.03268035237479,2.265267305696168
alpaca_3800,1.9721574096490886,1.120860708264729
wildchat_30204,-9.943403460400358,0.1353352832366127
competition_math_774,0.3716638518917178,1.4845453934758879
wildchat_67562,-3.006920105635838,0.1353352832366127
wildchat_400052,1.1193448922604134,4.116664949723319
competition_math_9541,1.2972508523546502,1.1504220503119147
wildchat_136494,1.200526478779911,0.7422563382210856
wildchat_452326,-4.29684277966921,2.800295769335481
wildchat_31956,0.8212665039308243,1.5497125976551822
alpaca_3394,0.652797794972367,1.596489715158856
wildchat_11840,0.4519364689371196,0.1353352832366127
alpaca_3194,2.0325535946684137,1.2068796477772654
wildchat_302755,-6.492456706473805,5.094804525636379
alpaca_3789,-0.9488303439041242,3.4426841262654335
alpaca_5278,2.874286519720999,0.555168469830851
wildchat_28076,-0.9359695865134995,1.7531817426698173
wildchat_92092,-1.3191411002654092,3.544230139892967
wildchat_70706,0.45041741431534843,1.55391529893066
wildchat_221228,3.7426942852608387,2.315135819341956
alpaca_6215,-1.663694357356714,1.376656358439967
wildchat_197099,-0.6928417496287648,1.718656777479775
wildchat_202252,-1.0307860469062435,0.1353352832366127
wildchat_255372,3.593555224302366,2.2505151990804007
alpaca_6540,-0.4553543744020752,1.6011793260526153
alpaca_4906,-2.0111606699266287,1.4361437766017573
wildchat_300885,-0.10381040843286712,1.2650656003054952
competition_math_3741,1.8154297357946587,1.457351759537867
wildchat_16561,3.149711473156391,0.9935909382871363
wildchat_486004,-2.8964133403369074,3.0934572901708135
wildchat_51884,-0.3889983458130999,0.7301785369575263
wildchat_43351,-2.003162992616339,3.6081708961562904
competition_math_1072,-2.5764565389510508,1.0085212949909657
wildchat_471945,-8.989860039100268,0.3436619453193948
alpaca_12136,0.19257788972076342,1.4129627125620927
competition_math_3985,1.0032658528366323,0.1353352832366127
wildchat_178088,1.6159770213100992,1.6825123527532237
competition_math_7154,-1.4208088230030198,1.0621802154065185
competition_math_5482,2.0158197049565674,1.620603673380732
competition_math_7452,-1.3955764557448243,1.1625723823966168
wildchat_65318,4.26669280742739,1.6512507035394102
wildchat_277847,-3.0700985189217693,3.362011905221405
competition_math_2993,1.326862254489786,1.0947209744511464
alpaca_1564,0.437036203421591,0.1353352832366127
wildchat_97883,-0.862611529933371,1.8497955478368222
wildchat_36307,2.3706810833600764,3.386939028990974
wildchat_386942,3.789711917489679,1.001359134137009
competition_math_12257,1.0048095952481768,1.2457484449941103
wildchat_461066,-2.2311112629284064,2.180959924287334
alpaca_9116,-0.5846615112056962,1.8824074650094842
wildchat_110207,0.30992146825225375,2.953304033029571
wildchat_10569,1.7435532301507353,3.390927812568148
wildchat_238138,0.573636022251817,2.1758912942728585
wildchat_392411,1.6220477154352886,2.3760659371860693
wildchat_476483,-0.2253216157445302,1.3958454493816546
wildchat_47358,1.815943542668169,0.1353352832366127
alpaca_11495,1.4929340453471693,0.7596011178728441
wildchat_42061,1.4282915195513814,0.1353352832366127
wildchat_376237,2.787601792846907,2.158925483219948
wildchat_101149,-3.428358523813162,0.1353352832366127
alpaca_5848,-0.7257876753799651,2.6302474372901274
alpaca_3571,5.780961439461301,2.6614977083520683
competition_math_2137,-0.4350050110149993,0.931008289219512
wildchat_360558,-5.877359497455647,4.150103642859368
competition_math_1874,-0.9887436045552843,1.558582699470395
competition_math_3861,1.0956047613939046,0.5492537455032267
wildchat_200285,-1.42482322110612,0.849429699135934
alpaca_12777,1.4347373893335145,1.1862231613779948
wildchat_397254,1.0903595162058708,0.9586899232197259
alpaca_6632,2.755728242841263,2.409361024602207
competition_math_8144,1.7621386698406798,1.5583022674707612
competition_math_4568,-4.787195413021164,2.325663892940376
wildchat_246548,-1.8900609651989957,1.6508541506557723
alpaca_2746,1.3713687044885132,0.1353352832366127
wildchat_370978,-1.803562481098687,1.2616511494829752
alpaca_14175,-1.9692895673832693,2.4517386752688957
alpaca_12221,0.9269715921205426,0.3150270854746427
alpaca_10580,1.343721728289042,1.6709694498534737
wildchat_52931,1.7376439343913024,1.3082295949058624
wildchat_165489,-1.9491329666369732,1.1602598524030514
wildchat_462384,-1.661782770620964,2.067230520720983
wildchat_280334,-1.604614207678849,3.1162467280181825
wildchat_86310,0.986010289499471,1.1236042436888245
wildchat_46543,4.7983838658007025,0.3257332258200566
wildchat_107554,3.5680022439916663,2.423228250599757
alpaca_1294,-1.278167364128752,1.2161530396369151
wildchat_74036,2.3556864856177304,1.4531979869047453
wildchat_370830,0.20081115509775874,3.1911917683063264
wildchat_18157,7.748289317844599,7.38905609893065
wildchat_132717,3.705847608236003,1.5979197516077503
competition_math_7955,-1.5232801796660826,1.9025278381966735
wildchat_15831,-8.676776660238923,0.1353352832366127
wildchat_277683,1.303838572372188,1.1235897798952705
wildchat_170744,-3.8280646354601413,1.2486717104516847
alpaca_11084,1.1739380671005926,0.38195999238158196
wildchat_195907,-5.290694409117273,1.394287194544761
alpaca_94,0.8471890910289187,2.0597192152852966
competition_math_1902,-0.6598390073109439,1.5342175069336228
wildchat_376365,0.3162564090375215,0.8651333766118164
wildchat_236329,-2.9892225787860256,0.8933359486591389
competition_math_3117,0.5872597809358671,2.1731935460989003
wildchat_497264,-1.3519657309563875,1.7891010578046853
wildchat_390724,-1.79036897770743,1.2074265096712344
wildchat_140731,0.3746674551150793,0.8363206286153074
wildchat_58499,5.679021934805757,6.128331401941198
competition_math_4938,-1.3841958434976915,1.2477529751911618
wildchat_12092,-2.1441556236529604,0.4425853204005669
competition_math_7244,-2.522996933140336,0.4566417220315016
wildchat_465612,2.0408268027890615,4.690157404620856
wildchat_361738,-1.0293712974636924,0.75132838534011
competition_math_9276,1.2111137712959572,0.7244243538321272
wildchat_420864,-1.9619268854232412,0.2684193718524855
wildchat_170980,-0.9805736932618313,0.6440851729564359
wildchat_510,0.6789401075303159,0.27375764535175107
wildchat_61210,-0.4969155061926246,0.720611151026916
competition_math_2693,2.5807046626906183,1.3975126641956097
wildchat_97136,0.6259113197412487,2.371156874731838
wildchat_380500,-0.5338573339740283,3.961366905657029
wildchat_72464,0.19428409544343686,1.308282567048031
wildchat_121705,1.0801065312202078,0.1353352832366127
alpaca_10434,1.1915850829930301,0.1353352832366127
competition_math_7328,0.5986723919606887,0.1353352832366127
competition_math_8106,0.654432310699283,0.1353352832366127
competition_math_666,1.6187166999036429,0.9291711834583681
wildchat_102235,2.6927227058201755,2.2715363522616134
competition_math_9600,0.7202826461223598,0.6699048059726983
wildchat_303004,-0.010246208256077584,2.989874305811311
wildchat_390817,2.3056727966953177,2.124495152207357
wildchat_427956,3.7190639181573513,1.5794344824762774
alpaca_6956,1.1690504381603164,0.1353352832366127
competition_math_12402,0.44471371416786265,0.1484445974696059
