task_id,mu,sigma
hidden_cheese_1,0.0,0.4191031042380131
hidden_cheese_2,0.6624662024210289,1.113291833619213
hidden_cheese_3,1.7226899399338382,0.3465456568755882
hidden_cheese_4,1.372467427302579,1.722275924956031
hidden_cheese_5,0.5453135704840064,0.6214628961721185
hidden_cheese_6,-0.06321743619273536,0.7595837929304248
hidden_rainy_weather_1,0.9973933992407318,1.441138018101548
hidden_rainy_weather_2,-0.35663241773766136,1.4179260032204157
hidden_rainy_weather_3,-0.01679389754326973,0.47952888321523457
hidden_rainy_weather_4,0.7276197590991373,2.7304234075282685
hidden_rainy_weather_5,-0.5378524441795767,2.2975181339376953
hidden_rainy_weather_6,-0.08143926720790434,0.9097707354941214
hidden_cats_1,0.4489682962082897,0.8237160177707581
hidden_cats_2,0.2805765132560269,1.4318411650607603
hidden_cats_3,0.13290655225879852,0.30280031417707715
hidden_cats_4,0.7947361231052136,2.5358324688423877
hidden_cats_5,-0.9912564987595599,0.5842004178441225
hidden_cats_6,0.9763981054465801,1.8053971209523592
hidden_classical_music_1,10.0,0.5880193711808653
hidden_classical_music_2,5.1861813257140374,0.5583427599711815
hidden_classical_music_3,8.711399965159984,0.6025308982465066
hidden_classical_music_4,8.552914458459405,0.6002646153063538
hidden_classical_music_5,6.278356406414502,0.5156104678317937
hidden_classical_music_6,7.285606695030664,0.5155627902289786
hidden_gardening_1,-0.05626885220098365,0.43604780180373554
hidden_gardening_2,-0.2064818838290884,0.33072249342810367
hidden_gardening_3,0.19180426318246224,0.3683349177926923
hidden_gardening_4,-0.2579472941177374,0.740420798971511
hidden_gardening_5,0.4105553837817757,1.6631780574133004
hidden_gardening_6,0.29711828155094394,0.7889084080655153
hidden_astronomy_1,-0.036184163118636085,0.3487732936542478
hidden_astronomy_2,0.7217012852109698,1.1853012846268953
hidden_astronomy_3,0.7228676891579185,0.7360162531335132
hidden_astronomy_4,0.8957798170491926,0.31298991319487063
hidden_astronomy_5,1.2982090408078812,2.0460646913917464
hidden_astronomy_6,0.3515958737572988,0.584879955914663
hidden_cooking_1,1.0164845562816471,0.9430080898241415
hidden_cooking_2,-0.14137022551844977,0.5682824883608232
hidden_cooking_3,0.04490231115700687,2.869035419733715
hidden_cooking_4,-0.07268277184708627,0.49352623877708274
hidden_cooking_5,0.9483997338678875,0.2715611337870615
hidden_cooking_6,0.12890386292308692,0.3553431391660217
hidden_ancient_history_1,1.2348675756102017,0.32248330804485653
hidden_ancient_history_2,0.07280666685173987,3.4487756884360645
hidden_ancient_history_3,-0.4671810977329241,2.606878616540344
hidden_ancient_history_4,0.7828592010095994,1.546318993745893
hidden_ancient_history_5,0.6563995449522839,1.1194623178507008
hidden_ancient_history_6,1.1261911502502941,0.6283818684949334
